EST_NUM1,NAME1,NAME21,ADB_NAME1,MAIL_11,MAIL_21,MAIL_31,MAIL_CITY1,MAIL_PROV1,MAIL_PC1,LOC_ADD11,LOC_ADD21,LOC_ADD31,LOC_CITY1,LOC_PROV1,LOC_PC1,TELE_11,TELE_21,TELE_31,CODES_11,CODES_21,CODES_31,CODE_41,CODE_51,CODES_61,CODE_71,CODE_81,CODES_91,CODES_101,EXPORT1,TRICHINA1,POUTRY_SPC1,OTHERS_SPC1,HACCP_REG1,EP_NUM1,LASTUPDT1,LICENCE_NO1,LICENCE_IS1,LICENCE_EX1
776,SPÉCIALITÉS LASSONDE INC.,,,,,,,,,200 RUE SAINT-JOSEPH,,,SAINT-DAMASE,QC,J0H 1J0,(450) 797-3303,(450) 797-2389/F,,,fx,,,,,,,,,D,,,,,EP2497,2018-01-26,776-2497-17345,2018-01-26,2019-03-31
464,FILICETTI FOODS INC.,,,,,,,,,350 GARYRAY DRIVE,,,TORONTO,ON,M9L 1P5,(416) 743-2021,(416) 743-3555/F,(416) 743-3555/I,,,x,,,x,,,,,D,,,,,EP1448,2018-03-06,464-1448-17855,2018-03-06,2019-03-31
466,JACQUES FORGET LTEE.,,ABATTOIR JACQUES FORGET : LES VIANDES JACQUES FORGET,,,,,,,2215 CHEMIN COMTOIS,,,TERREBONNE,QC,J6X 4H4,(450) 477-1002,(450) 477-9340/I,(450) 477-2838/F,abcdhij,,X,,,X,,,,,ADHICK,,,,,,2024-03-15 09:48:06.728619000,,,
471,RIVERVIEW POULTRY LIMITED,,,,,,,,,6245 PEARSON STREET,,,SMITHVILLE,ON,L0R 2A0,(905) 957-0300,(905) 957-0211/F,,fi,,f,,,,,,,,,,"FRYERS, HENS, ROOSTERS",,,EP2095,2018-03-28,471-2095-17988,2018-03-28,2019-03-31
645,MAPLE LEAF FOODS INC. / LES ALIMENTS MAPLE LEAF INC,,"BIG FOUR CHICKS, CAPPOLA FOOD, CLEARVIEW TURKEY FARMS, COLD SPRINGS FARM, DEVOUR MEATS, FLEETWOOD SAUSAGE, GREENFIELD, GREENFIELD NATURAL MEATS, HORIZON POULTRY, HUB MEAT PACKERS, HUB MEATS, J.M. SCHEIDER, LARSEN PACKERS, LES ALIMENTS DE CONSOMMATION MAPLE LEAF, LES ALIMETNS MAPLE LEAF, LES ALIMENTS SCHEIDER, LES VIANDES DEVOUR, LES VIANDES HUB, MAPLE LEAF AGRI-FARMS, MAPLE LEAF CONSUMER FOODS, MAPLE LEAF FOOD SERVICE, MAPLE LEAF FOODS, MAPLE LEAF FOODSERVICE, MAPLE LEAF FOODSERVICE, MAPLE LEAF FRESH FOODS, MAPLE LEAF MEATS, MAPLE LEAF PORK, MAPLE LEAF POULTRY, MAPLE LEAF PREPARED MEATS, MINA, MINA FOODS, MITCHELL'S GOURMET FOODS, MOTHER JACKSON'S OPEN KITCHENS, PASTA EXCELLENTE FOODS, PORC MAPLE LEAF, PRIM POULTRY, SCHNEIDER FOODS, SERVICE ALIMENTAIRE MAPLE LEAF, SHOPSY'S, THAMES VALLEY PROCESSORS, VIANDES NATURELLES GREENFIELD, VOLAILLE MAPLE LEAF",6985 FINANCIAL DRIVE,,,MISSISSAUGA,ON,L5N 0A1,643 SPEEDVALE AVE WEST,,,GUELPH,ON,N1K 1E6,(519)827-1303,,,,,,,,FX,,,,,AD,,,,,,2024-08-06 12:56:12.5284387,,,
656,CANADA FINEST MEAT PACKERS INC.,,,,,,,,,7392 HIGHWAY 89,,,MOUNT FOREST,ON,N0G2L0,(416)894-1802,,,abci,,x,,,,,,,,,,,,,,2026-02-25 11:35:19.4887838,,,
642,OLYMEL S.E.C./ OLYMEL L.P.,,OLYMEL S.E.C./L.P.,,,,,,,4 RUE DU DOMAINE-SÉDILLOT,,,SAINT-PATRICE-DE-SHERRINGTON,QC,J0L2N0,(450)615-8999,,,,,X,,,,,,,,ADFQGSIV,,,,,,2025-11-06 08:06:30.1515541,,,
595,LES ALIMENTS MASONE PASTA INC./MASONE PASTA FOODS INC.,,,,,,,,,"8495, RUE DU CREUSOT",,,SAINT-LÉONARD,QC,H1P 2A2,(514)323-4111,,,,,,,,X,,,,,AD,,,,,EP1840,2024-10-28 12:28:17.9794225,595-1840-17945,2018-03-22,2019-03-31
834,PRIDE PAK CANADA LTD.,,1775507 ONTARIO LIMITED,6768 FINANCIAL DRIVE,,,MISSISSAUGA,ON,L5N 7J6,6768 FINANCIAL DRIVE,,,MISSISSAUGA,ON,L5N 7J6,(905) 828-2149/T,,,,,,,,,Y,,,,,,,,,EP2609,2018-07-20,834-2609-18013,2018-07-20,2019-03-31
S771,LE GROUPE LANDREVILLE NADEAU INC.,,,,,,,,,"810, RUE PRINCIPALE",,,STE-MELANIE,QC,J0K 3A0,(450) 889-7237,(450) 889-8126/F,,,,,,,,,,,A,,,,,,EP2078,2025-02-28 10:29:36.6028263,S771-2078-17844,2018-03-05,2019-03-31
S772,LES ENTREPOSAGES FRIGORIFIQUES TOTAL INC./TOTAL COLD STORAGE INC.,,,,,,,,,7500 RUE MINICUT,,,ANJOU,QC,H1J2Z7,(514) 353-2323,,,,,,,,,,,B/US,A/A2,H/I/R/S,,,,,,2025-04-03 12:21:16.0683532,,,
S115,COASTAL COLD STORAGE INC.,,,,,,,,,27417 GLOUCESTER WAY,,,LANGLEY,BC,V4W 3Z8,(604) 856-0090,(604) 856-3912/F,,,,,,,,,,BC/US,AB,,,,,,EP2295,2018-01-26,S115-2295-17349,2018-01-26,2019-03-31
S116,EVER-COLD STORAGE LTD.,,,,,,,,,8368 RIVERBEND COURT,,,BURNABY,BC,V3N 5C9,(604) 526-7300,,,,,,,,,,,BC/US,A,RS,,,,,EP2276,2024-12-16 11:41:11.0272262,S116-2276-17372,2018-02-01,2019-03-31
557A,RIVIANA FOODS CANADA CORPORATION / CORPORATION D'ALIMENTS RIVIANA CANADA,,,,,,,,,80 BROCKLEY DRIVE,,,HAMILTON,ON,L8E 3C5,(905) 560-6200,,,,,,,,fx,,,,,D,,,,,,2021-03-10 14:32:09.551710100,,,
849,BSA WIBERG INC.,,,,,,,,,6005 BOULEVARD COUTURE,,,MONTREAL,QC,H1P 3E1,(514) 912-0661,,,,,,,,XF,,,C/US,,,,,,,EP2627,2025-09-10 13:50:38.5126128,849-2627-18036,2019-05-17,2020-03-31
850,BELWOOD POULTRY LIMITED,,,,,,,,,1518 MERCER ST. UNIT 300,,,WINDSOR,ON,N8X 3P5,(519)897-1804,,,,,f,,,f,,,"b,US",,"a, d",,,,,,2022-05-10 08:52:07.917911000,,,
852,PNP PHARMACEUTICALS INC.,,,,,,,,,9388 N FRASER CRESCENT,,,BURNABY,BC,V5J 0E3,,,,,,,,,fx,,,,,,,,,,EP2632,2019-07-02,852-2632-18040,2019-07-02,2020-03-31
854,THE CANADIAN BIRCH COMPANY LTD.,,,38009 RD 101 N,,,ST. CLEMENTS,MB,R0E 0T0,571 LITTLE BRITAIN ROAD,,,LOCKPORT,MB,R1A 3L7,(204) 754-3548,,,,,,,,x,,,,,,,,,,EP2636,2019-09-04,854-2636-18048,2019-09-04,2020-03-31
855,SKYHAWK MEAT PRODUCTS LIMITED,,,442 BRIMLEY ROAD,UNIT 10-11,,SCARBOROUGH,ON,M1J 1A1,442 BRIMLEY ROAD,UNIT 10-11,,SCARBOROUGH,ON,M1J 1A1,,,,,,f,,,,,,,,,,,,,EP2638,2019-08-23,855-2638-18045,2019-08-23,2020-03-31
857,FRESH START FOODS LTD.,,,5750 COOPERS AVE.,,,MISSISSAUGA,ON,L4Z 2B9,5750 COOPERS AVE.,,,MISSISSAUGA,ON,L4Z 2B9,,,,,,,,,fgx,,,,,,,,,,EP2641,2019-09-19,857-2641-18054,2019-09-19,2020-03-31
859,SHREE GANESH SAMOSAS,,,,,,,,,99 ABERDEEN ROAD UNIT 1,,,BRIDGEWATER,NS,B4V 2S7,,,,,,,,,fx,,,,,,,,,,EP2643,2019-09-30,859-2643-18055,2019-09-30,2020-03-31
782,DELCATO INC.,,,30 DOHME AVENUE,,,TORONTO,ON,M4B1Y9,30 DOHME AVENUE,,,TORONTO,ON,M4B1Y9,(416)827-3214,,,,,,,,"X,F",,,,,D,,,,,,2020-02-14 09:57:58.744912900,,,
S409,4372795 MB LTD.,,,1434 CHURCH AVE,,,WINNIPEG,MB,R2X 1G4,"101 HUTCHINGS STREET, UNIT 66",,,WINNIPEG,MB,R2X 2V4,(204) 633-7054,(204) 694-0708F,,,,,,,,,,,AB,,,,,,EP1673,2018-02-14,S409-1673-17523,2018-02-14,2019-03-31
S413,CONGÉBEC INC.,,,,,,,,,1555 CHEVRIER BLVD,,,WINNIPEG,MB,R3T1Y7,(450)641-7034,,,,,,,,,,,B(US)C(US),A1A2A3,,,,,,EP1675,2026-04-08 12:49:58.9454999,S413-1675-17398,2018-02-02,2019-03-31
S426,ICEBERG COLD STORAGE LTD.,,,,,,,,,870 BRADFORD STREET,,,WINNIPEG,MB,R3H 0N5,(204) 783-6133,(204) 783-7483/F,,,,,,,,,,,A,R,,,,,EP1683,2018-02-07,S426-1683-17456,2018-02-07,2019-03-31
S751,LOBLAWS INC.,,,,,,,,,"180, CHEMIN DU TREMBLAY",,,BOUCHERVILLE,QC,J4B 7W3,(450) 449-8000,(459) 449-8055/F,,,,,,,,,,,A,,,,,,EP2277,2018-02-28,S751-2277-17801,2018-02-28,2019-03-31
S520,TRI-COUNTY APPLE GROWERS LIMITED,,,P.O. BOX 187,,,TRENTON,ON,K8V 5R2,"CONCESSION 2, PART LOT 5,","178 STOCKDALE ROAD,",TOWNSHIP OF MURRAY,CITY OF TRENTON,ON,K8V 5P6,(613) 394-3317,(613) 392-2498/F,,,,,,,,,,BC/US,AB,H,,,,,EP1695,2018-02-21,S520-1695-17679,2018-02-21,2019-03-31
S522,CONGÉBEC INC.,,,810 AVENUE GODIN,,,QUÉBEC,QC,G1M 2X9,225 REXDALE BLVD.,,,TORONTO,ON,M9W 1P7,(416) 743-7038,(416) 743-9941/F,,,,,,,,,,BC/US,AB,,,,,,EP2174,2018-02-19,S522-2174-17614,2018-02-19,2019-03-31
S523,GREAT LAKES FOOD COMPANY LTD.,,,,,,,,,"135 BOTHWELL STREET, P.O.426",,,CHATHAM,ON,N7M 5K5,(519) 354-4600,(519) 354-9566/F,,,,,,,,,,,A,,,,,,EP1698,2018-02-14,S523-1698-17519,2018-02-14,2019-03-31
S524,SERVICE FREEZERS LIMITED*,,,1 GLEN SCARLETT ROAD,,,TORONTO,ON,M6N 1P5,"10 SHORNCLIFFE ROAD, UNIT 4",,,TORONTO,ON,M9B 3S3,(416) 231-7239,(416) 231-0968/F,,,,,,,,,,,A,,,,,,EP1699,2018-03-28,S524-1699-17982,2018-03-28,2019-03-31
S525,BORDER CITY STORAGE LIMITED,,,,,,,,,1019 ELLIOTT STREET WEST,,,WINDSOR,ON,N9A 5Z8,(519) 254-5134,(519) 254-2151/F,,,,,,,,,,BC/US,AB,,,,,,EP1821,2019-11-21,S525-1821-17517,2018-02-14,2019-03-31
S526,VERSACOLD LOGISTICS SERVICES,,VERSACOLD LOGISTICS SERVICES,,,,,,,316 AVIVA PARK DRIVE,,,VAUGHAN,ON,L4L9C7,(905)850-9334,,,,,,,,,,,B/US,A,,,,,,,2020-09-14 12:08:47.520798700,,,
S104,VERSACOLD LOGISTICS SERVICES,,VERSACOLD LOGISTICS SERVICES,2115 COMMISSIONER ROAD,,,VANCOUVER,BC,V5L1A6,1588 CLIVEDEN AVENUE,,,DELTA,BC,V3M6P1,(604)225-4656,,,,,,,,,,,B/US,A,RS,,,,,,2020-09-15 07:52:08.682421000,,,
942,CANADIAN PACIFIC MEAT LTD.,,,3150-21331 GORDON WAY,,,RICHMOND,BC,V6W1J9,3150-21331 GORDON WAY,,,RICHMOND,BC,V6W1J9,(778)858-6183,,,,,fx,,,,,,,,,,,,,,2025-09-10 13:56:39.0805577,,,
943,9322-0341 QUEBEC INC.,,,,,,,,,409 MONTPELLIER,,,SAINT LAURENT,QC,H4N 2G6,514-502-1717,,,,,,,,fx,,,,,,,,,,,2022-03-29 09:36:37.525777600,,,
616,OSI SELECT READY FOODS INC.,,SELECT READY FOODS,8715-126 AVENUE NW,,,EDMONTON,AB,T5B 1G8,8715 - 126 AVENUE NW,,,EDMONTON,AB,T5B 1G8,(780) 479-1742/T,(587) 490-0049/F,,,,x,,,fx,,,,,,,,,,EP1986,2018-05-25,616-1986-17433,2018-02-06,2019-03-31
618,MONTCALM MEATS INC./LES VIANDES MONTCALM INC.,,LES VIANDES INTERCITE TM,,,,,,,7755 RUE GRENACHE,,,ANJOU,QC,H1J 1C4,(514) 327-1310,(514) 328-8050/F,,,,x,,,x,,,,,,,,,,EP1164,2019-04-03,618-1164-17002,2017-03-06,2018-03-31
558,7687567 CANADA INC.,,ALIMENTS LUCKY 8,,,,,,,670 RUE ST-ROMUALD,,,LEVIS,QC,G6W 5M6,(418) 834-7778,(418) 839-1540/F,,,,,,,FX,,,,,D,,,,,EP1525,2026-02-10 11:38:49.6538393,558-1525-17539,2018-02-14,2019-03-31
880,K.J. FOODS INC.,,,,,,,,,"120 WEST BEAVER CREEK RD., UNIT 1",,,RICHMOND HILL,ON,L4B1L2,9057073410,,,,,,,,"f,x",,,,,,,,,,,2020-05-07 07:59:47.178875700,,,
883,NATIONAL GOURMET INC.,,,,,,,,,16 RIMINI MEWS,,,MISSISSAUGA,ON,L5N2R6,(647)309-2914,,,,,,,,FX,,,,,D,,,,,,2024-07-09 09:51:15.6763661,,,
884,LAFAYETTE SWEETS,,,,,,,,,3495 14TH AVE.,,,MARKHAM,ON,L3R0H4,,,,,,,,,F X,,,,,,,,,,,2026-05-22 09:49:36.9875697,,,
S872,PINNACLE TRANSPORTATION SERVICES LTD,,STRATFORD COLD STORAGE,,,,,,,211 LORNE AVE WEST,,,STRATFORD,ON,N5A6S4,(519)801-0837,,,,,,,,,,,,A,,,,,,,2020-07-07 10:50:10.629421500,,,
S873,LINEAGE LOGISTICS ORS LTD.,,,,,,,,,1585 COMMERCE WAY,,,WOODSTOCK,ON,N4V0C3,(519)485-7237,,,,,,,,,,,,A,,,,,,,2021-01-15 09:53:10.538281900,,,
658,SIMPLE PATH FARMS POULTRY LTD.,,,,,,,,,620 RUSHOLME ROAD,,,WELLAND,ON,L3B 5N7,(905)732-9111,,,"F, I",,F,,,,,,,,"A ,D, V",,,,,,2022-02-23 12:45:24.590773900,,,
S874,CONFISERIE MONDOUX INC,,,,,,,,,1610 PLACE DE LIERRE,,,LAVAL,QC,H7G4X7,450-669-1311,,,,,,,,,,,,B,,,,,,,2020-07-27 10:08:32.916679200,,,
355,176819 CANADA INC.,,LES ALIMENTS SPECTRA : SPECTRA FOODS,,,,,,,19150 AVENUE CRUICKSHANK,,,BAIE D'URFÉ,QC,H9X 3P1,(514) 457-3030,(514) 497-5292/F,,,,,Y,,,,,,,,,,,,EP1353,2018-03-09,355-1353-17900,2018-03-09,2019-03-31
356,NEWLY WEDS FOODS CO.,,,,,,,,,450 SUPERIOR BLVD.,,,MISSISSAUGA,ON,L5T 2R9,(905) 670-7776,(905) 670-7751/F,,,,,,,fx,,,,,D,,,,,EP2088,2018-02-21,356-2088-17647,2018-02-21,2019-03-31
357,LES ALIMENTS CHATEL INC.*,,,,,,,,,383 RUE BRIDGE,,,MONTREAL,QC,H3K 2C7,(514) 935-5446,(514) 935-1528/F,(514) 846-7092/I,,,x,,,x,,,B/US,,DA,,,,,EP1355,2018-06-15,357-1355-17999,2018-06-05,2018-06-10
449,PLS FOODDISHTRIBUTION INC.,,,,,,,,,65 RUE PEPIN,,,ST-EUSTACHE,QC,J7R 6Z8,(450)-974-1741,,,,,XF,,,XF,,,"B,US",,D,,,,,,2023-01-24 14:57:30.894148900,,,
451,JADEE MEAT PRODUCTS LIMITED,,,P.O. BOX 669,,,BEAMSVILLE,ON,L0R 1B0,4710 BARTLETT ROAD,,,BEAMSVILLE,ON,L0R 1B0,(905) 563-5381,(905) 563-5209/I,(905) 563-8711/F,,,x,,,x,,,B,,AD,,,,,EP1435,2018-02-09,451-1435-17504,2018-02-09,2019-03-31
452,SOUTH EDMONTON PRODUCE CO. (1978) LTD.,,,,,,,,,7545 - 72A STREET,,,EDMONTON,AB,T6B 1Z3,(780) 448-7382,(780) 469-9667/F,(780) 466-0922/I,,,fx,,,fx,,,,,,,,,,EP1436,2018-02-06,452-1436-17443,2018-02-06,2019-03-31
454,ABATTOIR ST-GERMAIN INC.,,,,,,,,,195 RUE MESSIER,,,ST-GERMAIN-DE-GRANTHAM,QC,J0C 1K0,(819) 395-2826/I,(819) 395-4066,(819) 395-5159/F,BCIJ,,,,,X,,,,,ABDLQRHM,,,,,EP1438,2026-06-23 13:54:58.1322234,454-1438-17978,2018-03-27,2019-03-31
952,"SYSCO CANADA, INC.",,BUCKHEAD EDMONTON,,,,,,,278 CREE ROAD,,,SHERWOOD PARK,AB,T8A 4G2,780-449-3710,,,,,FX,,,FX,,,,,,,,,,,2023-12-11 15:48:37.702127200,,,
456,ORVIANDE INC.,,MAIALINO; ORVIANDE +PLUS; ROSE; VIANDES MONT ROYAL / MONT ROYAL MEATS; VIANDES TRADECO / TRADECO MEATS,,,,,,,11151 RUE MIRABEAU,,,VILLE D'ANJOU,QC,H1J2S2,(514) 353-1143,,,,,X,,,X,,,,,ADFGHJKLQRSVI,,,,,EP1440,2026-07-14 08:35:53.9437719,456-1440-17747,2018-02-26,2019-03-31
457,9321-9210 QUÉBEC INC.,,SALAISON LÉVESQUE INC.,,,,,,,500 AVENUE BEAUMONT,,,MONTREAL,QC,H3N 1T7,(514) 273-1702,(514) 273-2325/F,,,,x,,,x,,,,,AD,,,,,EP1441,2018-06-21,457-1441-18004,2018-06-21,2019-03-31
059,9311-5947 QUÉBEC INC.,,LES ALIMENTS KAMLOOP,,,,,,,"3775, BOUL. DE LA GRANDE- ALLÉE",,,BOISBRIAND,QC,J7H 1M6,514-774-8736,450-430-0257,,,,,,,FX,,,,,D,,,,,,2024-11-08 09:18:20.4096695,,,
063,NORTHERN GOOSE PROCESSORS LIMITED,,,"103 FIRST STREET SW, P.O. BOX 103",,,TEULON,MB,R0C 3B0,103 FIRST STREET SW,,,TEULON,MB,R0C 3B0,416-766-4142,,,F,,,Y,,,,Y,,,D,,,,,,2021-11-04 07:26:49.482641400,,,
683,NOSSACK GOURMET FOODS LTD.,,,BOX 6179,,,INNISFAIL,AB,T4G 1S8,5804 - 37TH STREET,,,INNISFAIL,AB,T4G 1S8,(403) 227-2121,(403) 227-1131/F,,,,,,,fx,,,,,AD,,,,,EP1979,2018-02-06,683-1979-17445,2018-02-06,2019-03-31
S803,WOODSTOCK COLD STORAGE (1990) LTD.,,,,,,,,,136 CHAMPLAIN DRIVE,,,BAYSIDE,NB,E5B 2Y2,(506)529-8026,,,,,,,,,,,,A,R,,,,,,2022-07-19 12:44:12.412404300,,,
S804,ORION COLD STORAGE LIMITED,,,,,,,,,43 ORION COURT,,,DARTMOUTH,NS,B2Y 4W6,(902) 469-2653,(902) 468-6239/F,,,,,,,,,,AB,A,,,,,,EP2353,2018-02-19,S804-2353-17635,2018-02-19,2019-03-31
S805,VERSACOLD LOGISTICS SERVICES,,VERSACOLD LOGISTICS SERVICES,,,,,,,20 PETTIPAS DRIVE,,,DARTMOUTH,NS,B3B1K2,(902)468-4622,,,,,,,,,,,,A,,,,,,,2020-09-14 12:33:06.751808100,,,
S806,SOBEYS INC.,,,P.O. BOX 237,,,DEBERT,NS,B0M 1G0,246 LANCASTER CRESCENT,,,DEBERT,NS,B0M 1G0,(902) 662-2132,(902) 662-3242/F,,,,,,,,,,,A,,,,,,EP2466,2018-02-16,S806-2466-17562,2018-02-16,2019-03-31
S807,LOBLAWS INC.,,,,,,,,,85 COMMERCE STREET,CALEDONIA BUSINESS PARK,,MONCTON,NB,E1H 2G1,(506) 863-6500,(506) 863-6540/F,,,,,,,,,,,AB,,,,,,EP1991,2018-02-21,S807-1991-17659,2018-02-21,2019-03-31
S809,LOBLAWS INC.,,,,,,,,,775 FRENETTE AVE.,,,MONCTON,NB,E1H 0B9,(403)4614727,,,,,,,,,,,B/US,A,,,,,,EP2485,2024-12-05 10:27:17.4351358,S809-2485-17639,2018-02-19,2019-03-31
S899,996660 ONTARIO LIMITED,,,,,,,,,63 SIGNET DRIVE,,,NORTH YORK,ON,M9L2W5,(416)747-7807,,,,,,,,,,,B US,A,,,,,,,2022-03-11 13:30:35.166503000,,,
938,BURNBRAE FARMS LIMITED,,BURNBRAE FARMS LIMITED - WINNIPEG PROCESSING,,,,,,,500 PANDORA AVE WEST,,,WINNIPEG,MB,R2C 1N1,450-549-4524,,,,,,,,"x,23",,,,,,,,,,,2025-01-03 14:06:45.2410577,,,
S900,BRIMICH LOGISTICS INC.,,,,,,,,,15 KRAEMERS WAY,,,BRANTFORD,ON,N3V0A6,519-732-8402,,,,,,,,,,,"C,US",B,,,,,,,2024-05-01 14:39:12.8391087,,,
941,TCS WELLINGTON INC.,,,,,,,,,354 TATE ROAD,,,TRENTON,ON,K8V5P4,,,,,,,,,,Y,,,,,,,,,,2022-03-25 11:34:30.260716400,,,
763,6381023 MANITOBA LTD.,,TRUE NORTH FOODS,,,,,,,"SW18 TOWNSHIP 7 RANGE 4W, 38079 PTH",,,CARMAN,MB,ROG0J0,(204)745-3068,,,AIJ,,X,,,,,,,,ABCDHLP,,,,,,2026-08-24 11:04:39.7460333,,,
S543,GOCOLD SOLUTIONS INC.  / S543 BRANTFORD,,,,,,,,,21 YORK ROAD,,,BRANTFORD,ON,N3T6H2,(416)807-0012,,,,,,,,,,,"B,C, US",A,R,,,,,,2024-05-16 14:41:49.1211943,,,
S544,YORKSHIRE VALLEY FARMS LTD.,,,,,,,,,2-218 WILKINSON RD,,,BRAMPTON,ON,L6T 4M4,(905)452-5362,,,,,,,,,,,,AB,,,,,,EP2320,2024-11-27 09:36:38.212038,S544-2320-17657,2018-02-21,2019-03-31
721,1662864 ONTARIO LIMITED,,PELMEN FOODS,,,,,,,UNIT E - 777 THE QUEENSWAY,,,TORONTO,ON,M8Z 1N4,(416) 661-9600,(416) 661-7122/F,,,,,,,xf,,,,,D,,,,,EP2460,2018-02-09,721-2460-17496,2018-02-09,2019-03-31
722,EL MOLINO FOODS OF CANADA (1972) LTD.,,,P.O. BOX 788,,,CLARESHOLM,AB,T0L 0T0,1 ALBERTA ROAD,,,CLARESHOLM,AB,T0L 0T0,(403) 625-5499,(403) 625-5411/F,,,,,,,fx,,,,,,,,,,EP1993,2018-01-26,722-1993-17332,2018-01-26,2019-03-31
723,AM WHOLESALE MEATS LTD.,,,,,,,,,2450 ANSON DR.,,,MISSISSAUGA,ON,L5S 1G2,(905) 612-8818,(905) 612-1688/F,,,,f,,,f,,,,,D,,,,,EP2463,2018-02-26,723-2463-17743,2018-02-26,2019-03-31
726,COUNTRY QUEEN FOODS INC.,,,,,,,,,205 WILKINSON ROAD,,,BRAMPTON,ON,L6T 4M2,(905) 456-2460,(905) 456-3640/F,,,,,,,f,,,,,,,,,,EP2469,2018-03-08,726-2469-17876,2018-03-08,2019-03-31
818,1438879 ONTARIO INC.,,,40 NUGGET AVE,UNIT #3-5,,SCARBOROUGH,ON,M1S 3A8,40 NUGGET AVENUE,UNIT #3-5,,SCARBOROUGH,ON,M1S 3A8,(416) 332-1507/T,(416) 321-0507/F,,,,f,,,f,,,,,D,,,,,EP2589,2018-02-26,818-2589-17773,2018-02-26,2019-03-31
270A,OLYMEL S.E.C./OLYMEL L.P.,,,,,,,,,7550 - 40TH AVENUE,,,RED DEER,AB,T4P 2H8,(403)343-8700,,,D,,X,Y,Y,X,,,B,,ADFGIKOPQVS,Y,,,,,2026-02-27 15:59:07.4926026,,,
271B,MAPLE LEAF FOODS INC./LES ALIMENTS MAPLE LEAF INC.,,MAPLE LEAF FOODS/LES ALIMENTS MAPLE LEAF : MAPLE LEAF CONSUMER FOODS/LES ALIMENTS DE CONSOMMATION MAPLE LEAF : MAPLE LEAF FOOD SERVICE/SERVICE ALIMENTAIRE MAPLE LEAF : MAPLE LEAF PORK/PORC MAPLE LEAF : MAPLE LEAF POULTRY/VOLAILLE MAPLE LEAF : SCHNEIDER FOODS/LES ALIMENTS SCHNEIDER :HUB MEAT PACKERS : LARSEN PACKERS : J.M. SCHNEIDER : MITCHELL'S GOURMET FOODS : COLD SPRINGS FARMS : MAPLE LEAF POTATOES : HUB MEATS/LES VIANDES HUB : CAPPOLA FOOD : THAMES VALLEY PROCESSORSMAPLE LEAF FOODS,,,,,,,2525 AVENUE FRANCIS-HUGUES,,,LAVAL,QC,H7S 2H7,(450) 967-1130,(450) 967-1801/F,(236)    -,,,x,,,fx,,,,,AD,,,,,EP1278,2018-02-26,271B-1278-17780,2018-02-26,2019-03-31
272,EMBALLAGE AVICO INC./AVICO PACKAGING INC.,,,,,,,,,1460 RUE PROVINCIALE,,,QUÉBEC,QC,G1N4A2,(418) 682-5024,(418) 682-5025/F,,,,fx,,,fx,,,,,AD,,,,,EP2259,2024-08-06 10:16:12.832781,272-2259-17664,2018-02-21,2019-03-31
274,9020-2516 QUÉBEC INC.,,MARVID POULTRY CANADA,,,,,,,5671 BOUL. INDUSTRIEL,,,MONTREAL NORD,QC,H1G3Z9,(514) 321-8376,(514) 329-4568/F,,fhj,,f,,,,,,,,D,,,,,,2022-07-20 11:03:37.488485600,,,
278,ALIMENTS MELLO INC.,,ALIMENTS KORONA INC./KORONA FOODS INC.,,,,,,,5509 RUE FULLUM,,,MONTREAL,QC,H2G 2H5,(514) 523-2186,(514) 523-9974/F,,,,fx,,,x,,,,,AD,,,,,EP1284,2018-02-14,278-1284-17533,2018-02-14,2019-03-31
279,BORGES FOODS LTD.,,MELACOR FOODS,1821 MATTAWA AVENUE,,,MISSISSAUGA,ON,L4X 1K7,1831 MATTAWA AVENUE,,,MISSISSAUGA,ON,L4X 1K7,(905) 277-0677,(905) 277-0533/F,,,,,,,fgx,,,,,AD,,,,,EP2010,2018-03-27,279-2010-17979,2018-03-27,2019-03-31
280,9284-5288 QUÉBEC INC.,,VOLAILLES ET CIE,,,,,,,"329, RUE MARION",,,REPENTIGNY,QC,J5Z 4W8,(450) 654-3700,(450) 654-7552/F,,,,fx,,,fx,,,,,D,,,,,EP2238,2018-02-14,280-2238-17534,2018-02-14,2019-03-31
282,MLW FOODS INC.,,EGG ROLL,,,,,,,1875 RUE BERCY,,,MONTREAL,QC,H2K2T9,(514)412-2017,,,,,,,,fx,,,B/US,,AD,,,,,,2026-04-28 14:59:44.1156467,,,
218,MAPLE LEAF FOODS INC./LES ALIMENTS MAPLE LEAF INC.,,MAPLE LEAF FOODS/LES ALIMENTS MAPLE LEAF : MAPLE LEAF CONSUMER FOODS/LES ALIMENTS DE CONSOMMATION MAPLE LEAF : MAPLE LEAF FOOD SERVICE/SERVICE ALIMENTAIRE MAPLE LEAF : MAPLE LEAF PORK/PORC MAPLE LEAF : MAPLE LEAF POULTRY/VOLAILLE MAPLE LEAF : SCHNEIDER FOODS/LES ALIMENTS SCHNEIDER : J.M. SCHNEIDER : MITCHELL'S GOURMET FOODS : HUB MEAT PACKERS : LARSEN PACKERS : COLD SPRING FARMS : MAPLE LEAF POTATOES : HUB MEATS/LES VIANDES HUB : CAPPOLA FOOD : THAMES VALLEY PROCESSORSMAPLE LEAF FOODS,6985 FINANCIAL DRIVE,,,MISSISSAUGA,ON,L5N 0A1,15350 OLD SIMCOE ROAD,,,PORT PERRY,ON,L9L 1A6,(905) 985-7373,(905) 985-7289/F,,,,,,,fx,,,,,ADK,,,,,EP1231,2018-02-09,218-1231-17467,2018-02-09,2019-03-31
